c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 25000
c   value m = 105250
c   value k = 3
c   value seed = 0
p cnf 25000 105250
-19077 7150 -745 0
14206 96 24712 0
-5602 -23890 -7598 0
22166 -512 -19952 0
-6242 2079 -24751 0
13160 -24586 -11624 0
7237 3390 -11950 0
5170 -5913 -3379 0
9754 -14561 -6417 0
-8484 18281 -17618 0
24516 3709 -24768 0
16612 17914 -24863 0
16323 14868 -15104 0
-23921 12033 -6967 0
-10224 9626 -9045 0
-1327 22785 -24982 0
4302 -5021 -3371 0
7604 -10191 -635 0
-10982 11296 -6548 0
-8750 -19780 16180 0
17720 10647 -19888 0
-17487 2258 -12801 0
-8701 -18580 -2668 0
-15156 8852 6052 0
13474 10428 15677 0
13870 -11754 -13462 0
-13851 7407 9834 0
8573 15010 11376 0
560 17344 -22672 0
23459 -1093 -8803 0
-14638 -18812 10801 0
877 -2650 -13058 0
-13677 -2702 22989 0
-7697 9209 6841 0
5100 -22682 17268 0
20777 -11551 -4021 0
590 16753 -11427 0
10423 -326 17789 0
-21799 17237 10132 0
-10822 15695 -11224 0
10976 -5332 -21388 0
-21776 -6208 -15389 0
1185 -11236 9443 0
24173 -10284 -18651 0
-6013 -15384 -7685 0
-23280 2512 -10587 0
-18652 3101 -2340 0
-21431 -13523 -19017 0
-14219 -1673 -11253 0
15702 3846 18299 0
-1925 -14821 14982 0
-14664 2948 12541 0
21405 4132 15128 0
-5847 -3305 -412 0
-15849 669 -7147 0
14885 15301 1010 0
-472 -8952 -4110 0
-19163 -21734 8984 0
-4531 -2304 2009 0
-7135 -18005 5854 0
16785 -11282 12027 0
6766 17297 14974 0
-19306 13701 -19106 0
-9433 10899 13762 0
-1196 -1748 14430 0
24694 -16632 -4730 0
-703 -8455 5034 0
21164 -18969 18119 0
-5148 14851 -20423 0
-7156 13337 -4779 0
4361 5121 7412 0
-16387 -11886 24709 0
22713 22543 -13409 0
-16818 -6976 -24308 0
21931 24523 -17407 0
-11360 -24217 390 0
7442 -16271 197 0
-12475 -12435 10517 0
-5593 -8934 -368 0
-17367 -7441 -13704 0
-13498 -11801 -18825 0
-20909 19540 -22062 0
11969 17252 -19605 0
-378 421 17932 0
-16037 -22351 -17454 0
24795 62 -8022 0
-184 -7503 15645 0
16732 11329 19431 0
2249 8274 -3364 0
-2616 16992 2156 0
7671 -5489 5308 0
17847 -17750 -24847 0
-14909 -4718 8450 0
-865 21447 8870 0
10148 3835 -6220 0
-2601 3629 22634 0
-1975 -3813 -5136 0
-17619 -20544 7817 0
-12049 14144 -16090 0
-6764 -16759 24433 0
271 15782 -4922 0
5578 8628 14023 0
21777 14888 -18740 0
5226 -15752 6539 0
-14096 -899 10373 0
-11667 -19852 -14002 0
-9300 13178 -9166 0
-5788 22148 -21061 0
4956 548 -10205 0
-21045 -7311 18315 0
-20477 23933 9096 0
-16750 -4510 -17724 0
22124 -1286 23963 0
7216 -6512 -14715 0
13754 11959 -6965 0
-24126 14977 -18168 0
-4479 -24277 -6345 0
4996 -21416 -3492 0
-1057 -1371 20391 0
-2613 13767 -2701 0
12279 595 -1633 0
-21375 -17345 22495 0
5450 -14468 15132 0
4412 -21683 12995 0
10478 1788 -24953 0
-17443 17266 -14930 0
1962 -21744 5558 0
24659 18092 -1973 0
19502 10500 -19695 0
14893 -13112 -8461 0
8945 -390 407 0
1930 13116 9103 0
-24424 -18565 -23571 0
-14555 14329 -11605 0
-2550 24806 4745 0
-18854 8600 22010 0
135 -10562 10105 0
5692 -10220 3196 0
24016 21073 -13695 0
-18710 -10965 -18158 0
-18522 -19910 9900 0
10281 13191 -23015 0
19383 -12614 -7932 0
9305 -18520 -22260 0
12262 12421 13417 0
17006 22627 22017 0
-14015 22761 -7578 0
15471 -3453 -9149 0
-18667 18820 -5221 0
23713 -12530 7538 0
-16871 -22403 18799 0
18122 -7683 6989 0
7488 18418 -19602 0
-15419 2722 4473 0
-4030 14983 -16894 0
-17447 -6988 -14520 0
5815 12354 3632 0
-13392 -2825 -7084 0
-13892 12843 -904 0
10464 11555 -4785 0
-18001 -3425 18539 0
-11799 12898 17574 0
10139 20386 -10991 0
21092 2156 5064 0
565 22538 20047 0
8810 -14984 18386 0
14681 12150 -5740 0
18312 -541 24916 0
16748 -5784 12758 0
-17651 -16247 -24312 0
13787 -600 19089 0
-7325 -3750 -6986 0
16250 -13889 -2371 0
-2240 -9980 20879 0
-7304 1896 18416 0
18702 -10705 24751 0
12087 16737 11900 0
9178 10049 3792 0
9093 1796 -9575 0
-21850 10798 -17173 0
12514 24584 -9124 0
-6602 23260 4226 0
4939 14510 9466 0
23662 8101 10797 0
19540 6756 12693 0
-12955 -457 14749 0
4057 3896 6486 0
15956 13073 -16534 0
-19747 -22166 9681 0
-20673 10367 20478 0
-4197 22880 -20061 0
4673 -4481 -18320 0
-8898 -9420 24181 0
-18363 24433 7282 0
-4159 -18972 -14037 0
8203 23278 5846 0
-22952 2334 9741 0
-4437 -18289 -22813 0
12322 -4387 11330 0
22002 16411 21697 0
-17479 -20607 -19576 0
3891 16631 15409 0
-22210 -528 16180 0
-21391 -10242 -15612 0
20024 -5753 935 0
412 5307 24212 0
6257 -3258 -1545 0
-15997 24046 -11185 0
-5162 -11367 6923 0
-16491 24720 23333 0
4539 -17198 10291 0
-24115 -21088 -1922 0
5875 -9650 18801 0
-22054 -22392 20395 0
4017 8767 -1147 0
4951 9178 -6453 0
-4162 -15435 1063 0
-22058 -22783 -108 0
24594 19296 2827 0
-6516 2139 -2546 0
21200 -6677 11096 0
6490 22143 23535 0
24763 -3017 24536 0
-18564 16422 13279 0
-13958 -20438 22045 0
6456 -388 -6223 0
4260 -20901 -13009 0
-5322 -9310 2143 0
21782 -8903 -21439 0
-24608 6770 -23577 0
18505 2969 21605 0
-4600 -9459 -18748 0
-3135 -9221 -13116 0
19022 19136 -4538 0
7301 24445 -16327 0
4345 -5900 -8067 0
1919 -10160 20319 0
-14927 -6833 -4629 0
8422 -3614 -4883 0
-4860 -19573 3005 0
-19788 -13078 -5973 0
7744 9029 6783 0
-1491 3515 7356 0
-5959 22537 -1491 0
-1848 4837 17288 0
9526 -9181 -23187 0
-17592 -11100 -24698 0
4263 -17378 22883 0
243 -799 17848 0
-5125 22010 -12421 0
24481 -16797 16850 0
-5454 -24541 -878 0
3588 -17383 20745 0
-10943 14693 18281 0
-3786 -16540 -23117 0
-21073 17418 23649 0
10611 -10009 1100 0
-10309 5623 -18478 0
-8191 5865 -10628 0
-1038 2342 -7638 0
-4810 1822 -15786 0
13011 -7275 -6678 0
-13889 -10863 -15413 0
985 -13157 -5105 0
19265 8294 -12997 0
8733 -4366 -5414 0
-7381 -14977 -6774 0
24833 -16637 -12397 0
9662 -16179 -18261 0
-20289 -8568 11954 0
19278 4730 13776 0
1416 17740 -21050 0
-8093 22980 -23264 0
14857 23964 -2773 0
11314 -18228 -11066 0
15662 -1960 6784 0
12427 -693 13112 0
10552 -525 -4748 0
-22948 -10186 12278 0
-7561 21826 12197 0
10866 -16104 16926 0
24641 -17519 -9666 0
12043 -16963 23997 0
1658 23172 22961 0
-4430 -9485 7540 0
6848 16498 852 0
-13631 3924 -1544 0
-1742 -14475 18420 0
-22841 -3775 19957 0
1470 2687 16782 0
13666 -13552 24237 0
-5592 -13193 8107 0
6609 -235 -70 0
5605 -1892 14593 0
-3565 -22674 -24077 0
-11105 20873 6926 0
-11956 -9503 10849 0
-4851 2596 -323 0
14622 16788 20449 0
9578 18257 -23135 0
-1359 6922 3039 0
-596 3865 7583 0
-8702 10473 24169 0
123 -16078 17412 0
-14715 10994 -15085 0
-5143 13450 -10957 0
-12068 16757 11811 0
14268 -21607 -14406 0
5943 -11228 22545 0
-1391 12157 15801 0
-15878 -13516 -22723 0
-18916 5463 -1587 0
17850 -14164 3412 0
17018 5639 -19489 0
9429 -20353 21834 0
-24514 -16848 10284 0
-1822 20267 2040 0
4985 9535 14999 0
-19390 15477 17578 0
-16935 -16867 4735 0
24087 24096 -18250 0
13161 9363 15064 0
6100 -2212 -4227 0
9511 -19229 1217 0
20351 -3658 12922 0
17184 -19523 -4769 0
-2467 12696 16387 0
-4507 17680 921 0
10857 3422 -16397 0
3434 11708 -24616 0
-8168 -10794 15063 0
-17769 -23955 -24426 0
-7832 -5054 17989 0
-3411 5916 -12218 0
-4627 1266 -7227 0
8900 -18449 -18101 0
-13668 12268 22148 0
-5055 8126 14828 0
22327 18982 -18249 0
5076 -22415 21308 0
-4691 21935 -7101 0
-19753 -14703 -22407 0
-10530 -13887 -18812 0
-3519 8649 -24727 0
-7088 4627 17344 0
5666 13527 -10793 0
15118 18546 14412 0
12265 -23600 22537 0
-2092 12279 -16518 0
11692 17354 5284 0
-7999 13396 -2218 0
6452 24500 8273 0
20210 -10030 13511 0
-14022 4900 22159 0
-5100 -11987 1785 0
-22444 9004 -15311 0
-24588 24121 -8857 0
-13999 -11385 -23808 0
2887 4829 -11086 0
-19404 16520 19791 0
16039 -24519 8186 0
-18257 22322 7686 0
17881 17531 -17715 0
6391 22904 -22614 0
3549 -3004 -952 0
-5333 16799 1307 0
11996 7738 -427 0
-20852 13088 3163 0
-11011 15974 7991 0
13449 1729 -24511 0
8239 17767 -15381 0
16425 -11023 -12702 0
-24110 20255 21584 0
8176 1645 19488 0
22141 5193 -22491 0
14444 1878 5641 0
15750 -13873 -13378 0
7528 1076 17817 0
10690 -12086 8790 0
-18681 16886 -10518 0
9543 -125 19636 0
-24923 7901 22011 0
-3976 -7010 17265 0
16911 -15185 18910 0
-11398 3677 -24102 0
-240 18120 -979 0
22232 -8869 6203 0
-10609 -16396 -7278 0
-3425 -2085 -10716 0
3566 12117 -2601 0
-14083 -21659 -19077 0
71 12933 -1977 0
22081 8260 338 0
14345 -171 6874 0
8254 2920 10550 0
-7356 -3160 3669 0
24686 -391 -12537 0
-5889 -2352 20284 0
4518 22128 13721 0
6585 -694 837 0
538 -6128 -22496 0
-19614 -6198 1780 0
12943 -3278 -10040 0
13280 -17623 1562 0
20154 -876 4481 0
-5703 -24583 23992 0
-9372 15621 -24383 0
-13260 -21509 18086 0
24896 17378 -15213 0
13616 23963 7258 0
-14452 24500 -13386 0
3299 -19113 -10935 0
-5079 23407 5565 0
-6470 -11687 14539 0
24383 23192 6766 0
-3863 -3894 -6349 0
-2855 -4617 13321 0
18589 9229 -9829 0
-11674 9124 18558 0
18238 22739 17520 0
-496 -12190 -17019 0
-5233 6841 -2484 0
7519 3271 17242 0
13083 -9740 -3928 0
2621 -9122 -2119 0
-9387 4336 22365 0
7087 23542 -1981 0
20407 -17130 2561 0
21587 20155 11684 0
15144 -13393 -9422 0
-7664 5240 -12964 0
-16034 1824 -19804 0
9869 9342 14426 0
2111 -22425 -24165 0
22390 -45 -24638 0
-24509 783 20325 0
13225 -7869 18867 0
6557 19627 2348 0
9118 16213 22503 0
-20801 -6357 2247 0
21575 -5372 -7486 0
-9538 12757 -9309 0
-20693 -22626 -18650 0
-10118 16088 7426 0
-634 13477 23823 0
-16623 4337 -24605 0
-11947 17561 23826 0
22165 -24118 -18452 0
24513 -8235 -9665 0
-22015 -20387 -7373 0
-24261 -16961 4096 0
23098 -17850 16852 0
-7406 -4894 -14477 0
-17407 -6363 -5564 0
-24833 23348 10393 0
-23655 -14970 14729 0
14611 -18269 -7290 0
-13436 6785 22759 0
23240 -6297 22345 0
24256 19663 -17731 0
-6628 10275 -1044 0
-10723 8372 10245 0
18926 7129 6491 0
24755 -24536 -12853 0
21670 -15720 -11201 0
7062 5726 -17522 0
-21791 -20336 -2142 0
20432 -124 -8927 0
-18190 -23363 6575 0
-15534 13970 -1238 0
24616 -20597 -11512 0
-659 -22671 11236 0
2256 -16596 -18364 0
8746 -16350 -9251 0
12950 -13020 16322 0
-24150 11433 -22047 0
-8024 -8223 8735 0
1517 20006 -8858 0
1795 -13195 -23572 0
8370 20080 -12541 0
-9607 19696 -24489 0
-12470 11706 13511 0
-23705 -13961 21458 0
8421 14058 4160 0
-17671 2008 8531 0
345 17509 19963 0
-22391 -532 -3186 0
-6125 18401 14543 0
-6334 20195 -2738 0
-21257 3564 -22817 0
149 4522 8864 0
15989 8344 -20570 0
-4499 -7048 882 0
-957 6820 14940 0
21468 15843 16947 0
4998 16187 9455 0
24960 -13577 1339 0
19497 -11054 19739 0
9040 -8739 14933 0
3129 21348 -18497 0
-945 -21496 14370 0
1161 3837 22713 0
-21730 -8335 21113 0
-22611 -643 -2932 0
3902 -22110 -18774 0
-20848 -2107 1312 0
-5303 18419 6241 0
22993 -12915 -17294 0
-17731 13306 -17384 0
24015 16434 5083 0
8863 -17379 17931 0
23233 -18539 21767 0
-20945 -6620 -5101 0
-17057 20582 22096 0
-11341 -24484 -19205 0
21466 11683 -12664 0
22778 8337 -6082 0
4018 6329 10348 0
12663 -24059 23654 0
21398 14426 -15087 0
1481 23288 23817 0
19411 21520 8707 0
16177 8817 -15326 0
12629 17225 2260 0
-9724 -3565 -1743 0
20281 16383 4777 0
-7944 14160 13114 0
-5377 -18177 -19442 0
7076 22191 9853 0
-5729 18588 24278 0
12168 -20068 22565 0
-10984 -14478 -19085 0
-19691 22006 19253 0
-1368 -9635 11477 0
19979 10710 6394 0
13073 -5990 22776 0
17850 -5285 11935 0
5963 2013 21463 0
-404 9089 18653 0
1608 6169 -12240 0
-885 18336 23660 0
14802 -4320 4489 0
238 -15362 -1495 0
19490 8081 2481 0
-5966 3060 -13190 0
-12359 -16132 10532 0
-10134 -8981 -15816 0
13420 -14943 -17829 0
9882 -6699 18269 0
-3534 -8306 -24437 0
-7126 543 -17773 0
22137 15344 -13444 0
1625 -15581 20157 0
19471 -10070 -3237 0
-21951 7387 22648 0
1493 -19746 -13780 0
-12024 21231 14112 0
19191 -9651 -4055 0
3371 10884 -2105 0
-21639 5770 1762 0
12428 -12895 -2304 0
-5200 -10031 8999 0
9995 3007 -24579 0
-5151 22478 1000 0
24739 10780 -8387 0
22387 12272 19484 0
-11166 -24295 -15714 0
-277 9838 -16716 0
-20683 13208 -2600 0
14139 1199 -8369 0
15901 13626 12615 0
9556 10177 13997 0
18555 -20171 17003 0
9485 16673 -14480 0
10485 16411 -260 0
10223 13797 3883 0
4706 -24962 19530 0
11771 -16591 4367 0
-3487 3625 -17574 0
-22438 17764 -18772 0
22158 -8664 23749 0
-9772 -18219 8925 0
-23768 3125 -4095 0
7122 12610 12119 0
12954 -23094 3530 0
4565 -8316 -17326 0
8447 4373 -8640 0
-2976 -16143 16582 0
-7342 -10981 -20206 0
-16268 24770 -12969 0
-1391 21927 -12984 0
-140 23050 -22555 0
-9064 -21817 17031 0
-4511 20291 4640 0
-16629 8244 19085 0
11510 12808 18752 0
-3836 -21254 -23124 0
-3827 15582 5619 0
-20408 14275 7951 0
6965 -5542 7721 0
11286 23285 -4647 0
15621 14776 -2697 0
4527 15191 -15865 0
21558 -19701 -11155 0
-1197 -2682 10750 0
-20282 5543 23557 0
5385 730 -19811 0
-3509 -4556 1744 0
479 -16315 16018 0
8429 14632 12912 0
16149 -917 -11196 0
12148 -16537 -971 0
-14844 -21064 7513 0
-22060 -17621 -2214 0
24567 -10169 -21247 0
10316 21802 18141 0
-8873 -2187 18871 0
-20035 22047 14778 0
-21778 22525 -6093 0
4147 -5953 -20724 0
-17058 13454 -12992 0
19605 601 20880 0
11927 6796 8295 0
19440 -3855 17267 0
13005 -3421 -2436 0
603 5089 15589 0
18743 -13961 -17775 0
12613 347 6173 0
-2391 13476 -3697 0
24835 17622 1002 0
11910 -9680 14455 0
-24901 20636 -15055 0
12132 -7563 -21850 0
-20427 -2002 17056 0
-12693 6358 11829 0
-6480 6960 16917 0
-22069 702 -5877 0
-6195 -13315 22575 0
3720 7057 11050 0
-7416 -6891 3671 0
24769 10152 4702 0
14223 -10052 338 0
-4277 13535 -7900 0
-17478 -8961 -1253 0
-9534 -13006 -7610 0
12714 10837 5921 0
4630 -7905 -6622 0
1858 -5452 -11288 0
24432 -9171 9696 0
10481 -7938 -16586 0
-14151 -7707 -1737 0
-18853 13281 -3140 0
10542 8910 -16675 0
9793 -1387 -16987 0
2397 -2272 21344 0
1358 -14985 7181 0
7278 -19614 6437 0
-13899 12823 3240 0
-16539 12254 -12410 0
-1234 -22734 -11700 0
9172 -3237 10758 0
2260 -13441 -24038 0
-5400 -23982 -7947 0
-13426 126 -686 0
-21764 -2522 19309 0
-18108 -3879 646 0
16640 -11156 11611 0
23076 -16406 24434 0
1316 24296 -11687 0
5077 16882 773 0
8128 1053 -4009 0
18885 3312 8801 0
9275 63 24134 0
-17221 4840 -24259 0
-9258 -1604 18132 0
19919 11063 -22010 0
20564 2702 -24517 0
7174 -777 -7274 0
-6607 18444 22922 0
9646 -23521 14803 0
-10418 -6648 -15855 0
-5778 16885 10518 0
5930 1159 10581 0
-5063 9731 -15420 0
20673 -18989 8375 0
-13804 -13907 -19437 0
-2165 822 13490 0
18033 -7995 -14267 0
16658 5954 24062 0
14579 -15599 -22582 0
-4381 -17368 20582 0
11587 -14497 12466 0
22105 -20426 -13624 0
-7685 -16840 -23354 0
14456 3864 -8694 0
-22831 -17667 13952 0
8619 11183 -14773 0
22109 -4215 14120 0
2727 -20872 -20073 0
-1788 1803 2023 0
15722 22535 10742 0
-11303 9122 -238 0
15120 -6226 -12015 0
-3743 -5262 20206 0
18448 -19717 24069 0
18494 8899 8087 0
7445 -17518 -19269 0
13570 -14626 14835 0
2689 8704 2058 0
-22761 -10491 -3860 0
16135 17564 -1395 0
-1876 -3866 1868 0
-18465 10337 24445 0
21831 -14079 -4706 0
-17036 23879 15774 0
7456 17372 -24673 0
15542 -24816 8542 0
-9810 -13385 14519 0
15996 7425 -23222 0
18053 -5185 64 0
13265 12671 -17628 0
6011 5898 -12845 0
-7878 -24362 -23182 0
-7322 -21192 3612 0
3379 -4579 2490 0
-19152 -12034 -19861 0
-10176 18927 11029 0
-18717 20088 -24413 0
24587 -11083 -6838 0
-22808 20488 -3374 0
14224 8752 7397 0
-6851 14762 13294 0
11047 13991 4008 0
580 -21312 16551 0
4192 16042 -21130 0
-6681 1545 -24515 0
17894 -11721 9794 0
-3922 -21789 -4881 0
-19686 -21376 7316 0
-17875 -10535 2803 0
-12601 -24758 -11554 0
-19997 -22960 17667 0
24642 359 6657 0
3649 938 -2968 0
20200 5129 10361 0
7681 3162 11905 0
-7195 21055 14977 0
-16988 16328 3118 0
-13221 -11013 15845 0
-20536 20240 -1379 0
14690 -7840 -17489 0
-1243 -19188 6800 0
-18909 -18829 7158 0
16917 13830 8096 0
11236 9029 -13224 0
21596 -16709 -16385 0
-8500 15255 3791 0
-23477 23595 20118 0
-1594 -11815 22483 0
8790 -23702 17722 0
-10168 -13391 16913 0
19008 -5985 -11100 0
808 -16245 -21280 0
-7965 -8161 -10109 0
-16060 -19396 10489 0
-20636 7343 -2197 0
3372 -15842 8804 0
-7163 -5670 -7398 0
-2280 -23615 10564 0
-24762 -7404 617 0
8835 -8924 -14007 0
-747 -2931 11343 0
3198 20090 18939 0
15830 -3055 -2099 0
17290 -10466 -12846 0
-2779 22453 -20188 0
-21327 825 -2381 0
-5130 -7987 24403 0
3879 -1618 14369 0
-14442 -17732 13125 0
-15058 17918 -22048 0
-20416 -18665 16330 0
23110 13214 11420 0
17048 4043 -14474 0
-19146 -21333 -16291 0
23343 15463 -13744 0
9882 -11789 -14568 0
-12263 -8271 -13906 0
-11665 -12149 -6875 0
17385 -17943 -15958 0
5509 -24352 -8876 0
-2556 11120 -18892 0
-18886 9229 -7105 0
21657 -1277 -11148 0
2482 11774 -23832 0
-18772 -10117 -14294 0
23867 -19998 -17434 0
4786 23612 17056 0
10043 1628 20557 0
8270 -19013 -13499 0
-24227 -24521 4202 0
24454 18429 -15321 0
9697 3666 15902 0
-16802 -322 -17178 0
-19301 -2803 20303 0
9484 -12926 -5419 0
-23777 3145 -16769 0
7562 -7930 6732 0
-24618 -17973 8360 0
-20174 -1242 18724 0
24 -16820 -18244 0
-4225 7626 3024 0
-10898 17322 -6689 0
-1799 -9123 23362 0
10328 19775 17516 0
5630 -4258 21794 0
2401 -19386 24938 0
-19169 -1948 -7867 0
-900 -17917 -17191 0
611 4442 -9784 0
19334 -4465 17956 0
3930 -41 -581 0
6953 2290 -17902 0
4994 -4088 -18377 0
3355 5767 4503 0
-20871 11397 -8761 0
-17664 -13797 19498 0
-17601 24317 12797 0
-16819 16568 -5713 0
-362 -17179 1506 0
1497 2864 -5970 0
-19452 -6793 22363 0
11384 -13746 -24652 0
20638 -18739 20092 0
-14014 13445 858 0
-18516 -9315 -12254 0
-18628 18330 17402 0
4478 2282 -16718 0
17274 10453 24638 0
14339 -10814 -16816 0
15844 3662 11031 0
13166 -23114 -17824 0
-10528 849 -22921 0
1531 21486 -8011 0
-21622 1851 -21455 0
13832 11719 -22122 0
17437 -5346 6803 0
-9839 -9823 9085 0
17908 18449 -19537 0
17545 7787 -21702 0
712 -23630 -363 0
11743 3147 14828 0
20918 -13674 -15677 0
-18838 6557 -12162 0
18200 -3178 5365 0
-14654 8361 17083 0
-3127 798 13780 0
-9930 1988 -23603 0
10366 19895 8403 0
-4902 -12440 -16189 0
17955 4503 6170 0
-18317 -16245 9317 0
24497 -12162 14342 0
6525 22351 20898 0
10038 -15550 15428 0
15402 -21556 -23788 0
7484 16034 15937 0
-21264 -963 17924 0
11218 -11328 -12819 0
-19620 -7581 16610 0
2160 -535 21112 0
-8329 -10204 -12357 0
8997 1052 -15870 0
23339 7576 4573 0
-19236 17613 -20122 0
1015 -8015 -8029 0
-24803 6850 -24063 0
7091 -3113 -16377 0
15 5682 19057 0
-12833 -301 -1637 0
20794 -2460 -18524 0
-16905 -2141 20079 0
-20613 -11137 -21130 0
2835 827 -3705 0
7407 -20063 12669 0
18880 12429 -20683 0
-1909 -12231 -2533 0
17323 10674 21997 0
-8699 -10688 2679 0
19107 -14872 19331 0
12096 -10665 13143 0
-5619 18921 -15283 0
17049 5886 17771 0
4530 8720 18598 0
-8234 -16126 5012 0
12254 -10005 17440 0
-7937 -3265 21023 0
-1821 11939 6696 0
-23817 11990 -17383 0
17847 6096 23606 0
-12178 -18191 622 0
-320 15161 -19542 0
6954 -7209 -427 0
-24724 -11738 498 0
-18321 -11323 -16623 0
14684 -23577 -17980 0
7124 -22865 -12596 0
3146 16037 -24535 0
-9841 6205 -11524 0
-18575 -24052 8971 0
8532 2581 -2162 0
9153 19252 -17322 0
-3694 1205 -15883 0
-20473 -928 -18972 0
-20970 -10601 21647 0
-3945 -284 11575 0
-13276 23759 791 0
17223 -1904 16827 0
-16757 3096 -23031 0
-19632 13022 -13434 0
-3603 21553 7366 0
22116 5705 1617 0
5789 751 2821 0
-21671 12575 20101 0
-6995 24896 22053 0
-3641 -3840 13688 0
6567 -8467 12447 0
7357 17042 -14350 0
-24183 -8798 -13565 0
-19782 21819 18351 0
14736 -18372 716 0
11851 15428 -2333 0
-17639 -16178 21505 0
-5662 -3752 16605 0
4008 -3648 -13657 0
24000 -23839 -2345 0
5566 23658 -14791 0
-12922 15699 -20492 0
-3456 15848 20641 0
8372 -10629 -17460 0
-1722 16716 2183 0
18790 -3566 17610 0
-21122 12557 -8788 0
-17626 -18218 3891 0
583 -22225 23890 0
-14239 12576 -22729 0
7935 18141 12738 0
14077 22414 3436 0
921 -869 -19283 0
21561 592 -21264 0
-14020 -2314 -12979 0
7554 -21103 -7897 0
164 -8576 -20453 0
303 17553 -5022 0
4193 18135 -18598 0
-3083 23726 -6173 0
17163 -6660 15665 0
4900 -20737 13078 0
-8335 13009 5298 0
-18969 9569 5889 0
6584 14941 -8202 0
10915 22494 -20656 0
-18811 -22657 20583 0
-5615 -22959 -13136 0
1988 18504 22622 0
11937 -21586 21347 0
-18109 -13748 -3007 0
125 9999 -15095 0
-13202 9685 19455 0
-18499 -3653 -4023 0
15739 1589 -18963 0
-23941 -12503 7809 0
-10948 -22665 -5465 0
-6531 19631 19776 0
-11018 -21618 13279 0
-8639 -8554 1216 0
21338 -18014 6315 0
15696 9490 16313 0
22142 -22691 -997 0
16596 -7541 -21001 0
-20618 -23279 -22589 0
-5933 -13571 1443 0
-13741 15871 -24107 0
-10557 13753 10089 0
21684 -24770 23058 0
-9962 -24760 -6611 0
-11177 -21097 -15976 0
-17491 -11792 -465 0
-8803 -8933 -14507 0
-1151 -528 13399 0
13504 -12498 -11678 0
2444 9782 16600 0
-3887 14874 -7470 0
-19345 16782 -21222 0
-4434 13466 -12343 0
-2491 -23427 3455 0
-454 956 15903 0
-7781 -18446 -2695 0
-24598 -18601 -2979 0
5456 11103 -19859 0
-18855 -24606 23708 0
21884 -2050 -8489 0
-13483 22288 14714 0
-12305 -16632 6495 0
24878 -12417 19960 0
3573 6260 -18387 0
-7027 23065 10694 0
-22929 -5845 20491 0
16975 21794 -14091 0
-19954 -2250 16546 0
6164 12456 -16151 0
-4871 -9339 -9552 0
-4711 14173 23191 0
-19424 -1477 -14823 0
-918 17707 18591 0
-20878 21279 -24850 0
-5616 19657 14266 0
7661 -17585 -20111 0
3151 -9560 8256 0
8594 -20865 -10505 0
139 18380 -22960 0
7641 14602 23650 0
8545 -19312 -12823 0
6735 5087 -5651 0
12909 -6004 -23357 0
6500 -18233 10987 0
22701 -15200 5643 0
-11967 -22860 14580 0
23429 17363 -24139 0
-6684 956 -11355 0
8541 -1094 21086 0
22852 86 -10687 0
-21502 8630 21350 0
-676 15365 -1436 0
22678 3273 -23791 0
12387 -9772 8376 0
-23373 23825 14927 0
20368 -10791 4139 0
9947 571 21501 0
437 -7254 -22456 0
3143 7146 14901 0
24228 -4998 14986 0
1266 17851 -23616 0
22615 9878 -13980 0
-24050 7555 8604 0
14192 -19941 9728 0
-22567 9666 8552 0
3846 -5033 10694 0
7984 -14979 11264 0
-4484 6767 9869 0
-18291 9909 17015 0
-8191 -9136 -22012 0
14528 -10401 6214 0
-13143 -8015 16091 0
-18474 -23416 -23645 0
18430 3959 -9938 0
3157 -1526 10955 0
-11708 21723 -15987 0
13753 -4706 -22317 0
-16 541 -4083 0
-9884 10183 -13991 0
18250 -18373 14478 0
6613 24252 16230 0
12826 3747 -24244 0
-3916 13572 -14011 0
-18913 7001 -17969 0
20202 -10157 -10846 0
-6156 -13216 -7568 0
13494 -1968 3625 0
-10810 18335 -4165 0
-6244 -3219 5699 0
11586 -21468 -24071 0
-1063 19433 14675 0
-17292 -7258 18421 0
-7887 2526 -6992 0
-13249 12790 -13993 0
22569 -7991 15501 0
24767 5498 -3717 0
23686 -18991 -22036 0
-2311 -21152 -15371 0
-22827 18747 -9941 0
-3526 -5332 -22760 0
-18948 22746 -17192 0
-8622 6389 15802 0
18394 5627 -18327 0
-386 -18875 -6116 0
-5730 7795 -5458 0
-21230 -7561 -10955 0
-16298 -6247 21297 0
-4686 24909 8800 0
11408 -22735 2546 0
-21348 17612 -7877 0
10459 -11560 21974 0
19003 -11533 3362 0
9804 -4927 -8988 0
-3130 -21664 -19214 0
-597 18745 18360 0
22406 6326 -921 0
24712 13976 23519 0
-21008 -18661 -23427 0
-4807 -5068 12513 0
-7352 -17767 -5125 0
6580 19577 -8036 0
3553 13579 -10920 0
-6914 23382 -7198 0
7253 17863 20213 0
17818 -18459 -13957 0
11177 -15864 -20283 0
-12097 -15575 -9258 0
1967 2934 -19270 0
-393 -7740 15689 0
4258 6443 24807 0
734 -13022 19383 0
-8769 7926 -7962 0
11040 -14839 -6343 0
-18238 13443 -24206 0
4802 -6260 -9016 0
-18759 -17437 16232 0
5393 20885 23158 0
6002 22852 1092 0
-271 14596 183 0
7311 18853 -6626 0
-7117 -19586 10999 0
17851 -19706 -18925 0
-812 22098 -115 0
-23507 6687 4910 0
-14064 11488 -11169 0
14431 -5246 19957 0
