c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 25000
c   value m = 95000
c   value k = 3
c   value seed = 9999
p cnf 25000 95000
23511 17018 -7959 0
22641 -10595 21836 0
-17824 6820 24536 0
6893 20865 10587 0
14171 -18747 -9948 0
4267 7325 11410 0
-4298 -18509 13707 0
14440 3805 -1392 0
-6337 18363 -21172 0
2742 -4745 14231 0
23778 19607 6248 0
23088 17247 8195 0
19924 1422 15014 0
-19459 8314 -10879 0
-5045 -22485 20977 0
-6344 18103 3301 0
9106 -22401 13161 0
22812 3192 -16966 0
15555 -9528 -10328 0
3078 3621 -6424 0
17309 -2398 -1030 0
23556 -486 9628 0
-6750 11761 11049 0
13116 -6219 -19363 0
-23994 -2616 -8199 0
11322 -311 -1301 0
-14622 -9416 -15053 0
-2783 23580 -18245 0
-11100 14134 -19124 0
-12779 17212 -22745 0
10555 -9520 -16494 0
2936 24427 8331 0
-12564 -6177 20091 0
14964 -19292 17662 0
-9326 9637 11629 0
-8876 20958 -11939 0
1529 -10579 -12707 0
-16581 -4713 -11286 0
-1177 7164 16771 0
11653 11295 -8982 0
749 21849 9853 0
-17242 -24784 9280 0
16925 3699 6808 0
12015 18663 17451 0
-4676 19340 2087 0
-16304 -3216 -23044 0
19595 -4744 -24974 0
23653 -12676 -21039 0
-9938 5205 19554 0
-1708 -16857 5848 0
2042 -17605 2696 0
-11894 -1198 -2480 0
12525 -18122 22530 0
19332 21489 16192 0
11782 -1164 10532 0
-13868 8820 -13747 0
-3263 -3414 -9842 0
-19589 -2066 13869 0
6979 -3355 19073 0
1532 -21414 -10929 0
7380 14807 -19885 0
-10075 -1701 -12435 0
-3906 -14225 -21908 0
-1436 24909 -18396 0
-17627 -11690 -10912 0
19510 16910 -19731 0
24608 11524 -14496 0
-9449 -6112 -7913 0
-23318 -13090 2619 0
8742 -14622 -24032 0
11023 13353 -13839 0
-5907 -23427 -6891 0
-9693 18685 -12467 0
22953 -20120 -12375 0
7700 -4098 15417 0
-18611 -23608 -7326 0
-4693 -23215 10201 0
10540 24016 -16313 0
-18452 13685 -20754 0
12422 -22426 -1727 0
2806 -8448 -15079 0
7996 -5707 4858 0
-14886 -6751 -23542 0
-18704 -4703 10013 0
22431 -12403 -14110 0
-12847 22365 -4069 0
-11524 -2058 18636 0
-21724 3949 -17651 0
4388 13753 22687 0
-142 -1174 11464 0
-18220 -3979 -19912 0
24651 3326 -16970 0
-4508 9563 15072 0
19401 -3267 11127 0
-4413 -697 -23529 0
-9874 -4895 12245 0
5295 7770 5654 0
-23930 -4493 -9603 0
-7932 233 -23355 0
21970 16726 15880 0
8433 -9945 11211 0
19696 -9595 14536 0
-11665 -5454 24099 0
18089 -24854 -2365 0
4215 20618 -19413 0
19095 21844 15659 0
6339 2138 -23428 0
-11993 17419 19272 0
12947 -350 19504 0
2653 -22319 11229 0
18532 22103 12526 0
-4742 16799 13472 0
-19278 19815 -18926 0
9728 12903 10131 0
-12092 17117 -5749 0
-22856 11211 18944 0
4866 -17550 21081 0
-3293 -20894 -13499 0
-22564 -8840 -5200 0
8420 2844 -18870 0
-19648 21375 -15972 0
-7173 17469 -7770 0
-20645 -11746 -2585 0
5922 12825 6839 0
-16052 -24916 23956 0
-13152 -14123 -10166 0
-7095 -18988 19067 0
19527 13632 -14960 0
-8025 2547 -15151 0
4576 10966 -17994 0
-23445 21966 5721 0
5769 -4138 23189 0
4890 -16134 1286 0
23826 -22055 14110 0
5665 -4459 5377 0
-4620 8962 10851 0
6137 7409 -4838 0
-204 1935 9821 0
-6515 1312 -12367 0
-13018 5887 14685 0
22363 20684 11650 0
-3083 -1452 -15787 0
17623 -6341 23273 0
-18908 21519 11679 0
24369 2183 7489 0
4745 -6802 16451 0
15595 4290 -23859 0
11784 -4493 -793 0
-21604 -2360 -2104 0
323 6729 24343 0
15007 -4091 20026 0
1656 -23526 -21477 0
8794 -16148 -19169 0
-7066 1408 -15687 0
-18745 776 9221 0
-1233 -5521 -16022 0
9035 12467 -20312 0
-7893 24251 -16156 0
-38 -20854 9867 0
-18493 12528 -16595 0
-17835 2534 12038 0
4212 4189 -10563 0
-688 12983 -18062 0
-11209 -20048 10821 0
-18247 -5144 -11597 0
-2468 -22729 8469 0
9841 -6763 -20935 0
21504 -6008 11537 0
4012 -22397 23743 0
13878 7241 11270 0
21825 -76 13804 0
8862 20639 17992 0
10776 12679 -5974 0
-3837 -23887 17374 0
6010 8485 13869 0
-17606 -10952 -11597 0
17426 12145 -9712 0
-13360 8648 -7071 0
-24897 -12659 20819 0
14991 -1537 3059 0
1260 -23361 19486 0
15063 23574 15125 0
-8055 -9349 2803 0
5380 -4537 18041 0
-22753 -10546 -1525 0
-11622 -19503 3829 0
-14570 -11928 -15973 0
15633 -16640 15972 0
-22703 -7888 -3631 0
9873 -22878 -21519 0
12932 -24137 11231 0
-7417 5552 -9804 0
13893 -13606 -10504 0
16695 10337 6392 0
-9735 -8090 8290 0
2612 -11063 -2792 0
-6440 16984 6072 0
13764 -7617 -22711 0
4735 21671 21950 0
-8365 6544 -19827 0
21235 -19475 -10315 0
-7465 -18243 -15866 0
-8620 -7136 -20823 0
10475 15182 22512 0
-16867 -24917 21953 0
-156 -2528 -8015 0
19299 -319 16350 0
370 -14082 -23966 0
14432 10168 11989 0
-11381 9885 -18532 0
-22559 -6119 -4358 0
24226 -4936 13952 0
6443 4907 -21087 0
18618 -15382 -11269 0
16129 23600 2537 0
13081 -23755 21416 0
12447 9405 13086 0
-3796 -9775 -2167 0
-19114 -24206 3686 0
-6102 1939 13570 0
-15985 -24497 -19689 0
11694 15074 15976 0
645 21517 -20882 0
13084 -15134 2615 0
-24352 -6262 -1214 0
18240 10694 -16320 0
-14655 -23140 -725 0
-2740 18287 1851 0
21258 3752 17408 0
-24943 -9853 -19346 0
-13513 17189 10195 0
-24553 -3882 -268 0
-15528 -4527 13136 0
-2761 8962 -3269 0
21728 -8313 882 0
-22941 -1552 -11575 0
-5613 7558 -1066 0
22689 1649 10705 0
-24539 22906 14456 0
-16946 14200 15661 0
-2644 -2712 7849 0
4190 18616 3083 0
-4457 495 23961 0
-17593 19608 7922 0
12213 16335 -16234 0
-13095 5627 -9137 0
-16021 -11239 8046 0
8439 279 9694 0
19143 16169 -7599 0
-8598 24467 -21798 0
-24258 -2110 -15862 0
23459 -6299 -9477 0
1541 2107 1324 0
501 11051 -20931 0
8422 23264 -12265 0
16007 2710 9243 0
-143 -18730 -20482 0
24540 18520 12112 0
9233 12662 3281 0
8183 -21260 -2747 0
-4980 -11869 21208 0
12193 -10327 -2506 0
13022 -11867 20964 0
-14345 -12367 7015 0
1627 12140 5278 0
-13891 3146 -7987 0
14485 19640 18068 0
-9966 19179 11588 0
13430 -3411 -24249 0
-16710 -11593 -11860 0
10808 7925 15081 0
7015 -20117 -407 0
872 24490 -3626 0
21835 -13834 -7344 0
3849 -15460 -19484 0
-9126 -20702 13981 0
8464 -10187 -8621 0
-1532 -11504 -2799 0
4471 16285 -22562 0
20071 -7994 506 0
-6931 -18801 -8430 0
13363 17167 19899 0
5121 18038 -19388 0
-8746 14873 24574 0
7442 -18721 6385 0
18277 19199 -2087 0
-7257 -2662 -3625 0
7229 20545 -6480 0
1380 15 -22765 0
-23941 20086 22110 0
15798 18368 7263 0
-24228 -6730 -24429 0
10478 -11850 -17467 0
-4865 -11948 23691 0
20790 10741 -17411 0
2175 4017 2961 0
-4261 -11273 -5623 0
-24237 9854 17519 0
22068 11233 -17534 0
-19832 -10173 3971 0
8294 17322 -22338 0
15556 -16549 20419 0
-14984 18378 -7268 0
-23802 14595 -10567 0
13844 10384 -21307 0
22607 12558 -323 0
567 8170 -2948 0
22541 -7406 -12801 0
-15060 -4474 15385 0
23945 15657 -557 0
-2915 -23950 -17878 0
16604 -14505 -779 0
-12022 -20841 -19156 0
10641 10994 102 0
12560 -24838 10486 0
-8866 -22444 23043 0
-541 -23010 6213 0
19840 11903 4970 0
23992 -1962 -9443 0
14376 17258 16452 0
6284 -20172 -15401 0
15513 3127 -21258 0
-16291 -15148 8450 0
-1799 -788 -19443 0
-1900 -13347 10632 0
3737 -13565 -8075 0
1780 5457 -22437 0
-7992 296 -9339 0
-12961 -24287 -2652 0
-13756 -13662 -19909 0
-5207 11297 6432 0
-11959 1809 9558 0
24568 9452 -24705 0
-8017 -11250 -16844 0
-18812 -4501 -21543 0
20795 -8238 -1459 0
20222 1369 -6915 0
9010 -9360 23562 0
9700 -13672 -22848 0
-12351 18779 -2861 0
23611 15337 -14157 0
-5042 -2296 -15965 0
5951 18215 -416 0
22007 17584 -3017 0
5202 2747 -23870 0
18096 23541 23459 0
-19554 -18762 24827 0
-17820 -2771 538 0
-16381 -12470 -14209 0
-5580 16172 24340 0
24792 -14782 14676 0
5300 -11175 8323 0
12617 8477 -1538 0
4384 -5483 -19121 0
-7401 2037 13219 0
-22622 20132 11759 0
-21080 6038 -5521 0
12258 -23857 -24643 0
-12795 -6590 3465 0
18355 3521 -19636 0
17694 -3313 -770 0
-7370 -8612 -3296 0
-15692 -21228 -11773 0
8581 16964 -8607 0
19053 15716 -10643 0
7271 -13337 22127 0
-19030 -768 -3164 0
-15902 -13025 18372 0
6896 17171 -24961 0
10360 -10525 19834 0
21348 19571 -23146 0
-22117 -1940 23109 0
16764 8983 10689 0
19888 -17564 2652 0
-3495 -11616 18367 0
-5489 10239 -6703 0
-2615 -4268 23822 0
22130 -11521 3198 0
-15502 -18416 -20368 0
-6814 20128 22244 0
-1647 16475 16814 0
16144 4943 10105 0
-14253 -21706 19088 0
16293 -16594 3003 0
18944 -11440 -14618 0
-12310 8280 16208 0
10364 2247 11827 0
-9185 -24376 -23347 0
3734 6229 8115 0
-24101 -13043 3242 0
12696 -6041 -19716 0
4510 13537 16010 0
-14614 19141 -12715 0
-8701 10433 -20660 0
3055 4376 23451 0
-17673 8037 -6731 0
232 18400 -8977 0
12059 18936 24704 0
-10405 22669 5933 0
-18519 -21769 10327 0
13112 -9464 7719 0
24179 5325 21255 0
15188 11291 15395 0
19255 11343 -827 0
-14914 14398 21554 0
-13365 23422 4590 0
11447 23653 -22989 0
11775 10711 -16924 0
11478 -21116 5944 0
-17410 -5986 19064 0
19088 10450 19880 0
1807 9628 -204 0
-23061 -24816 -11494 0
4808 -19070 -22837 0
-5634 335 -12234 0
-2188 5051 -10655 0
-6777 16497 -9307 0
-21118 3271 11370 0
4393 -14749 -7485 0
-10337 23510 -4822 0
-4400 17598 -15271 0
-24279 19404 -24899 0
15835 -17464 -16066 0
-2328 -22271 1487 0
16516 -19257 -1821 0
-3749 12796 -6872 0
-5755 10924 -23368 0
6414 -7041 17991 0
17783 2786 -7739 0
16619 -13122 22600 0
-21440 8873 15197 0
-3063 24504 -9600 0
-19313 15338 -18416 0
1730 9017 -7038 0
-3216 533 17646 0
21388 20633 -5441 0
-3259 17740 -16365 0
-17979 -24153 -14757 0
2321 -16935 -17542 0
1411 24905 -22015 0
24010 12696 -5888 0
14207 -15758 21743 0
15158 1422 12080 0
-8573 3151 21096 0
-6963 22718 -21628 0
15960 19106 8613 0
-21401 13716 1352 0
-4117 23046 -504 0
-10225 -366 -8790 0
-19119 -1776 46 0
7485 -786 12741 0
4724 6344 -3499 0
1466 -21501 21272 0
-13545 -21426 -24423 0
-9641 19740 -22140 0
-22620 10699 7597 0
-6232 23451 -21313 0
23935 18919 -19358 0
-24438 -4144 11076 0
-24579 14614 -12851 0
-24624 22098 -4988 0
-12365 1822 2683 0
-7215 -3287 -24184 0
19838 8184 11961 0
-19260 9176 -6700 0
-7752 -6795 -17398 0
-15348 -4379 7201 0
3012 -3313 1119 0
13722 -19103 -5262 0
24797 10033 -19875 0
3999 -9657 8325 0
339 -13373 -10146 0
3021 11939 4784 0
18556 6776 12967 0
5516 17388 -22142 0
-12215 -139 20289 0
-20965 -6838 16019 0
-3165 -9850 -19331 0
-4283 -23571 4785 0
-897 14719 -14818 0
-12123 18717 15826 0
-20447 -19055 -4198 0
21944 13428 7488 0
-1728 6983 -14263 0
6046 12499 23002 0
-3188 16065 -23140 0
14828 -12029 21330 0
5846 -6545 22531 0
16528 -2180 -21101 0
-21313 19428 -10819 0
2482 22902 20887 0
-18307 -18349 6294 0
-13856 6644 19721 0
-21343 24723 1703 0
-1957 5769 14201 0
-24959 308 -5266 0
14450 15135 8646 0
-10779 20980 6543 0
-8309 12507 -8722 0
-20761 -8819 19501 0
22931 2652 17402 0
-18818 -20958 2102 0
16463 1165 -8746 0
11183 -22507 -8468 0
12885 -15816 -14236 0
-2086 7126 -14543 0
23703 -21575 -4677 0
-7348 -23706 17008 0
5242 23366 -4515 0
-13963 -19127 -4685 0
24815 8409 -7337 0
-17217 18578 19646 0
-19318 10040 20811 0
19415 -21222 9669 0
-2883 -9107 -484 0
-8470 -2544 23961 0
14365 17598 11888 0
10393 -24945 -10593 0
-2401 -5187 310 0
23267 -10501 10788 0
-2951 1668 -19197 0
-1639 -18884 4126 0
-21285 -4553 -14166 0
8447 15320 1739 0
-18115 -18202 -10845 0
9951 -18023 -4740 0
-8911 23739 -22337 0
12150 9132 -13634 0
-22742 2884 -10172 0
14404 1150 12024 0
191 20452 -13691 0
10739 13443 -23926 0
14865 -9727 19831 0
-4030 9525 10150 0
-5768 -2639 19703 0
-7965 3941 -12725 0
4056 -12852 -11464 0
17745 16353 11947 0
-6378 -14095 -14830 0
7901 19850 -15979 0
-19924 -20040 2782 0
24967 -5779 16224 0
-23892 11995 17302 0
10074 7376 1826 0
-20223 -13143 -4465 0
-14925 -12459 -8405 0
-19002 7867 -12608 0
-21817 611 -3961 0
115 -6988 -9407 0
-14944 -14888 20608 0
-22274 1163 -15647 0
16407 -1129 -12777 0
-7631 16373 -24771 0
-24932 -1446 -7146 0
18110 13021 -11641 0
13926 19297 -15451 0
13682 4650 -23317 0
-1290 -1466 -23927 0
-21602 17932 -22266 0
-22360 -7875 3505 0
-17967 -21500 -4668 0
-24965 -12907 22148 0
4094 11889 -13520 0
20216 3172 6318 0
18714 21281 19338 0
21706 10206 -13634 0
-12156 23888 -18284 0
1825 16529 -11101 0
17103 4482 -4033 0
-14369 -1841 -3259 0
9225 -11159 16111 0
-13892 2475 20369 0
2392 -6568 7257 0
-15911 18136 10428 0
-22228 11849 -6709 0
7917 8554 8266 0
12903 -20709 -7153 0
-6186 13885 -23681 0
8638 -5988 19514 0
4022 11708 12706 0
-7281 -20932 -23864 0
-23391 -1176 17691 0
-18759 -3567 15610 0
17367 -10829 8745 0
-2794 24409 20593 0
854 -7325 -4146 0
9120 -20227 -16207 0
-16272 -17764 -5091 0
-6305 -1402 2430 0
-818 -5423 -14137 0
4876 -4055 -1421 0
20091 18797 18948 0
12781 3907 13866 0
-3391 -21273 -24694 0
-12135 15419 15454 0
24080 16272 14131 0
19577 -391 709 0
-10783 -8015 -18473 0
7226 5671 -11226 0
-9655 22840 8000 0
15144 -2715 -12055 0
7916 -22806 22203 0
1863 1938 -1110 0
-15728 -5328 13734 0
6773 -8815 4152 0
-22227 24246 -20424 0
-11357 18822 -12166 0
-12065 -4605 11532 0
-21889 3182 -17202 0
24466 -12836 6394 0
7466 19331 -9108 0
10872 2246 23265 0
-8074 -4108 -203 0
535 11187 21882 0
-14269 -17960 22048 0
-18420 6538 21293 0
-5195 9246 15115 0
8713 12662 11071 0
-20244 -9551 14252 0
3798 -9016 -2087 0
-10191 7833 -21418 0
10650 -18704 -23663 0
-8915 18130 19123 0
469 -18664 -5309 0
-22350 -24284 14620 0
-19398 -9056 21157 0
7042 5602 -5402 0
-22156 -14314 -18064 0
-8226 910 18966 0
-22477 -4707 19333 0
15916 6249 2166 0
3685 -16898 12221 0
18699 -17164 -5350 0
-12821 8984 -15366 0
9482 22686 6001 0
24101 -17083 -15056 0
-20258 15476 -20658 0
17011 -12632 -1323 0
-10074 12209 -2232 0
20391 1038 -23290 0
14724 16953 -4538 0
-16889 -20637 -12788 0
20461 -14335 21303 0
-811 18508 5287 0
7528 2989 -2972 0
13528 2089 11406 0
-3584 -22346 -1881 0
-15593 5709 5864 0
-8267 -15782 -18073 0
-1851 2525 -19110 0
16492 -17248 2414 0
12382 488 -23050 0
-169 20948 -3736 0
12823 13110 -22243 0
-18109 20637 -231 0
12432 9165 18672 0
-23837 4100 7369 0
17070 11044 13077 0
-22933 -19310 20211 0
-7357 -12512 22735 0
17818 -4004 6334 0
-20231 -16385 6821 0
-9632 -7905 -2768 0
4720 -20727 -15878 0
-1962 5188 2866 0
-18545 -17619 -12030 0
-12216 7808 7481 0
10936 -24877 18524 0
-24013 -14161 4186 0
-19223 12870 -16697 0
8309 -5687 -12052 0
-14642 17270 19788 0
-21462 -1901 19044 0
-15581 22972 -14771 0
-22810 -24934 11310 0
-676 9830 20280 0
-4057 13397 3087 0
-11538 -24332 19315 0
21413 14696 -8476 0
-598 270 -21345 0
-8647 -8578 18383 0
12050 14571 -10652 0
-6838 2384 -3905 0
-881 9317 -1876 0
-7003 -7126 -18161 0
9664 -24153 19342 0
4944 19562 7738 0
-8030 22451 23422 0
-2345 18863 13117 0
-2172 -19461 -13387 0
14868 -19459 13316 0
-8250 -6508 -2887 0
-10254 -4697 -5270 0
-5510 21930 5938 0
23737 20284 -13064 0
-16898 4948 -3568 0
-11239 9891 14481 0
10329 9272 11931 0
8750 -11616 -5794 0
-21866 5139 -16606 0
-1604 -20006 2416 0
-14920 -19608 -8923 0
-9158 21213 4972 0
-5779 -1722 -1901 0
-11717 16810 -22184 0
-16132 59 18483 0
11051 2650 -3373 0
-532 -12978 -12645 0
-12462 -21727 -15612 0
-9607 -9944 12103 0
17564 2900 23460 0
19979 9171 -18067 0
20254 -18328 5631 0
225 15458 -7352 0
18477 18526 15514 0
-15660 -9657 15572 0
-9143 -20708 -18221 0
-3867 -12591 22550 0
7863 16404 10628 0
-23475 17363 -20572 0
1929 9926 14823 0
388 -4905 23993 0
-18455 -158 8672 0
15437 16734 -24129 0
-22789 10210 9007 0
4654 17221 -18663 0
-20225 17715 -5722 0
4798 -21582 9664 0
2347 -4444 -1068 0
12975 -19270 -18430 0
24898 12550 -3355 0
14720 12938 24611 0
-13712 22744 16120 0
13735 13180 7853 0
-12863 2320 -18062 0
-21869 6973 -10283 0
-6884 18550 -2997 0
3957 23347 -15930 0
13621 693 11726 0
-14688 -13667 22347 0
-24469 -13564 9897 0
-19175 -3283 -22834 0
10138 8346 -20577 0
1257 22080 108 0
9110 1295 2428 0
-2171 14515 -9400 0
-3805 12750 -2949 0
23154 16707 -1295 0
-14083 -5327 18340 0
17160 11366 -7006 0
-14507 -10834 11922 0
15755 -21360 -15204 0
-13588 -6497 14902 0
-516 -7754 -11981 0
-623 8215 4627 0
-3050 1737 -19142 0
3802 -5542 -6891 0
23102 20047 -23597 0
-24397 481 20275 0
-17736 -17641 -6640 0
16093 23499 -8825 0
3014 -14253 21537 0
9570 -19192 -3033 0
24471 11059 2138 0
2803 3033 -10352 0
7430 22435 -12089 0
-1571 -1236 8982 0
24813 -24337 4028 0
14762 15085 4508 0
10036 24172 13500 0
8028 15265 11998 0
-16852 -18278 17602 0
4740 -2847 -11793 0
-7773 18669 14203 0
1262 21472 17236 0
-11614 -3901 14670 0
15054 21823 -15905 0
-24035 -21635 -6593 0
19414 -11396 -21678 0
-23921 -21432 -20849 0
-12421 -4459 2465 0
-24418 -12662 -20743 0
8372 -17402 -14941 0
-20164 16526 24962 0
-9367 -17787 21433 0
17954 -20752 16685 0
7623 -10805 13507 0
14879 -1191 -10141 0
-21471 -20604 12889 0
-9500 10877 672 0
-21701 -23297 21482 0
-24165 -14066 -9143 0
-11259 -22437 17896 0
-17552 -8953 -9421 0
-17513 -9671 -18560 0
5297 -2624 5663 0
21981 1598 7820 0
-10487 16476 -9010 0
11979 4298 20966 0
-24867 5150 -6842 0
-538 -1850 -21490 0
-22019 -17366 1907 0
-22514 -19977 15696 0
6761 3880 16000 0
-16182 -21392 -670 0
-1093 -1688 19645 0
-6755 -23668 21242 0
-14574 506 -12717 0
14936 -12484 8366 0
-10901 -3703 13515 0
-9094 20592 6716 0
21935 8963 15434 0
-23841 22828 -10410 0
-14536 4588 -14289 0
-5535 12121 2032 0
22556 -13213 20071 0
-17200 11320 -18738 0
-13441 -893 10595 0
-17509 7180 14430 0
-875 9432 -18132 0
5741 -18525 5076 0
12457 -15459 -14038 0
2890 5652 -11865 0
-13299 11539 -16452 0
18939 8426 19925 0
-20970 -5981 -8137 0
-16040 14533 10808 0
-1129 19325 -11701 0
3075 -11834 10232 0
-17504 4060 -19664 0
1988 9800 4540 0
-7063 -22256 11351 0
12452 -145 -17002 0
15668 -4795 -3540 0
-7119 15085 3317 0
18395 2406 -9298 0
-1532 -18445 -23830 0
-12339 10925 -18154 0
-15391 -13999 -21339 0
16975 22855 -398 0
-11638 -24842 1550 0
-16177 23256 -23805 0
18879 -10707 -15302 0
-10880 -1374 -11448 0
5772 -24844 -1533 0
9088 -18239 -3938 0
9737 11122 -13735 0
24918 14812 16011 0
-18072 -5203 -5010 0
5762 13529 19216 0
22512 -166 -19057 0
24061 -7694 8664 0
14217 -1573 -19370 0
-4518 3804 12095 0
7318 -9575 3290 0
202 -18663 -21528 0
-4139 19751 24001 0
-9225 19669 13813 0
-236 4092 10367 0
-21597 -9853 23895 0
-15812 -7364 15412 0
1220 22776 -23105 0
9883 11993 16029 0
-4252 7862 19833 0
7698 15179 -4407 0
10987 15380 -14421 0
23867 10871 -9172 0
22867 -20095 -3840 0
-11679 -11682 -7931 0
13397 24630 9135 0
-12291 -15441 7851 0
-2702 -16660 5626 0
17159 17894 -17618 0
-8187 13497 -480 0
-3019 -21194 -15658 0
-23778 23533 22390 0
4550 22399 -8260 0
5073 -20265 -19706 0
-8912 -23296 22740 0
-8194 -11692 22369 0
-17329 -15335 -12810 0
16531 9388 -20821 0
22156 -1546 5067 0
-14774 -1085 18563 0
6605 20455 6109 0
13614 10584 4641 0
-11003 15134 2039 0
10614 20206 -22303 0
-5320 20470 11950 0
-3059 -3663 14994 0
16779 -12343 -5328 0
-4588 -3873 6067 0
-16761 17381 23965 0
13179 23506 -49 0
-6741 5110 11855 0
-12849 -18723 -22439 0
-17489 21078 -12572 0
10879 -6691 24129 0
-8182 3362 -19598 0
11483 22772 -14613 0
-1476 14551 18307 0
23155 10490 13532 0
-4222 18602 5912 0
19538 6780 4417 0
10938 -13521 -9526 0
22792 17721 -19600 0
-20230 -10210 7029 0
-24153 -21088 -13720 0
14634 -20621 8433 0
583 23456 6205 0
-15195 -24931 -20755 0
-8502 14438 -6244 0
13385 10011 -24846 0
-19296 4548 22977 0
-23712 15485 -11497 0
-24589 -13276 -4218 0
-10540 -24858 -5779 0
-17569 -15362 -18218 0
-22640 -4995 -5191 0
-6072 -5578 -3646 0
3628 12124 -19928 0
15734 11977 717 0
13330 -361 10727 0
4527 11008 15274 0
2503 1071 -5758 0
-14000 -659 10386 0
-9569 -2551 -10243 0
6699 11471 16956 0
-24916 462 13303 0
21458 22885 10232 0
16455 1513 -22355 0
-11383 -17246 684 0
-12099 -5575 -1044 0
14178 -10101 -12052 0
4451 3956 -13122 0
1561 -17955 -5133 0
11946 18875 -24035 0
13540 -573 -10505 0
5495 16840 -10966 0
-18797 -13298 202 0
-4028 21104 1714 0
-17735 23838 10312 0
-18418 2289 -15886 0
-10813 16466 -17339 0
14216 -20916 -21294 0
18690 -22476 -5600 0
15174 -9421 15826 0
-14208 -22960 -16398 0
-16064 19807 24589 0
-18381 4955 4238 0
-18582 335 342 0
11648 -18069 24179 0
21959 2838 1467 0
4196 -13650 17932 0
12886 19218 -13848 0
531 -12907 -2675 0
-6130 19432 3448 0
13307 -8639 17759 0
-4704 -16054 -12565 0
-4293 786 -17520 0
24882 10719 -17854 0
223 22366 2274 0
24402 -19324 -5111 0
-868 -23520 -10112 0
10152 2757 20681 0
15351 3288 24939 0
-18025 769 19370 0
12824 14076 19360 0
5583 -18779 -10413 0
9499 -14423 2550 0
-2018 -14305 13269 0
-11223 5879 -10634 0
4848 5280 -21310 0
1310 22500 11181 0
2774 7651 -13937 0
23454 23001 -17224 0
23393 -16025 -17993 0
-17762 20201 -7068 0
-12122 -783 -17198 0
-13886 -10281 22973 0
-16436 -3651 3629 0
21056 6225 9507 0
23041 -11073 -14787 0
-19350 -12382 -12286 0
21882 6507 11288 0
-10819 4961 9288 0
19394 -3353 16664 0
3738 12466 11864 0
2157 15939 3998 0
-19355 -4825 -14279 0
8679 12612 9281 0
-12307 -8667 -15505 0
-21813 -6707 -17929 0
-2951 17409 -21663 0
6588 14290 -3169 0
-17875 -108 -8129 0
18514 10854 -2833 0
10178 14591 6651 0
-22041 16748 22589 0
-1039 2454 -2413 0
-6669 11132 6376 0
7301 -23438 -15042 0
14157 -11602 -13101 0
-7086 5905 -5509 0
20100 -12492 -19798 0
-23268 21719 -11258 0
-22749 15232 -22111 0
16933 -409 -11701 0
-23583 -13802 19800 0
12524 -6192 22253 0
-14936 4212 -8384 0
12664 -11512 -23173 0
19057 -668 1127 0
-7157 24105 -7031 0
-4017 -19204 -10874 0
15167 8824 23944 0
-1424 22924 -14176 0
-14886 -14856 5936 0
-17938 4791 11089 0
-12738 17314 -17280 0
1342 23601 12843 0
-9726 -11264 -24354 0
-24250 -5321 16374 0
16728 -3829 -15478 0
15110 24198 1034 0
-984 -14364 -9857 0
-24927 7139 -7780 0
-5454 13376 -13987 0
-11390 -6313 -18777 0
13830 10402 2442 0
-6110 -11744 1043 0
-18952 -12821 3658 0
-9658 3422 -8978 0
-1031 -20150 4159 0
-7860 -10259 -3356 0
-8893 2594 9071 0
-10101 18873 -16209 0
9232 -24326 -4584 0
14571 -2067 2248 0
-8347 -15897 -12650 0
2141 -13358 15745 0
3183 -23661 19917 0
6840 24670 23338 0
7170 17052 -18487 0
-11328 -24912 20098 0
6035 -156 -22691 0
15105 1609 7915 0
22665 -10840 -7241 0
-2248 -410 -659 0
-4495 -109 -7907 0
-8496 -2249 -12616 0
15592 21783 2629 0
10508 -3622 -2298 0
8846 2143 10702 0
18684 -13470 1965 0
-13781 10856 -2120 0
2824 -960 20080 0
-10738 -23624 22272 0
9330 17223 -22681 0
1341 13070 -14141 0
-9247 -21565 7741 0
13215 -12157 -4523 0
-15843 14016 24497 0
9492 22861 -1639 0
-20193 -16545 6461 0
-22157 21677 17316 0
15629 -24500 -18276 0
-10708 1590 -8251 0
-7979 -10919 -474 0
-22012 3611 4895 0
2504 -12858 17811 0
-10245 17424 21319 0
6119 -8266 10335 0
-5615 9109 -8195 0
23606 -4302 16091 0
-5066 -17810 -12768 0
13733 24790 -3619 0
23360 -10498 -5208 0
-6611 9828 -7479 0
-23436 -6839 -11089 0
-3330 695 -15298 0
-21140 -10939 -7721 0
8811 8409 -7338 0
19145 5376 7799 0
-2339 -3981 3452 0
9782 398 -21261 0
-22549 14130 -21051 0
-17519 -12490 22900 0
14079 10452 -7727 0
12909 -8887 -5918 0
15349 -3568 22964 0
-5647 -16059 -8902 0
-4719 -24869 8662 0
3409 10365 -14037 0
11207 4056 9369 0
14658 13837 -9766 0
2270 2737 15248 0
-23320 -20255 -2737 0
12571 685 4540 0
11650 13593 -13426 0
8919 3942 -8345 0
6882 940 15755 0
7135 -5658 6976 0
15796 -9066 17340 0
21185 11624 21395 0
5553 -1281 10231 0
6671 19903 -12967 0
21918 -18222 24574 0
-24654 22145 -258 0
-4193 -8794 5203 0
-8970 -17712 -9144 0
8666 -24593 -10083 0
-24420 -6727 7092 0
-6395 13874 7510 0
-23735 10058 -19133 0
11481 -15611 11766 0
-21712 -22281 6668 0
1030 -19198 16241 0
-603 -10203 -13385 0
-17213 -5747 -13530 0
-22415 -6068 22593 0
22910 6085 13537 0
-7992 -5504 11615 0
